,Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Volume_Diff,Close_Diff,DVolume_EMA20,DClose_EMA20
1,2021-10-01 09:31:00-04:00,177.139404296875,178.24000549316406,177.1199951171875,177.83999633789062,13658,0,0,-93321.0,0.94000244140625,-93321.0,0.94000244140625
2,2021-10-01 09:32:00-04:00,177.66000366210938,177.83999633789062,176.75999450683594,176.83999633789062,15075,0,0,1417.0,-1.0,-55425.799999999996,0.16400146484375
3,2021-10-01 09:33:00-04:00,176.58999633789062,177.49000549316406,176.19000244140625,176.7949981689453,10492,0,0,-4583.0,-0.0449981689453125,-35088.67999999999,0.080401611328125
4,2021-10-01 09:34:00-04:00,176.27999877929688,176.60000610351562,176.1999969482422,176.4600067138672,7474,0,0,-3018.0,-0.334991455078125,-22260.407999999996,-0.085755615234375
5,2021-10-01 09:35:00-04:00,176.60580444335938,176.7100067138672,176.1999969482422,176.625,6045,0,0,-1429.0,0.1649932861328125,-13927.844799999997,0.0145439453125
6,2021-10-01 09:36:00-04:00,176.97999572753906,177.57000732421875,176.52000427246094,176.52000427246094,6176,0,0,131.0,-0.1049957275390625,-8304.306879999998,-0.033271923828125
7,2021-10-01 09:37:00-04:00,176.5,176.5,174.73779296875,174.73779296875,20057,0,0,13881.0,-1.7822113037109375,569.815872000002,-0.7328476757812501
8,2021-10-01 09:38:00-04:00,174.72000122070312,175.75990295410156,174.72000122070312,175.0,5298,0,0,-14759.0,0.26220703125,-5561.710476799999,-0.33482579296875004
9,2021-10-01 09:39:00-04:00,175.25059509277344,175.42999267578125,173.52999877929688,173.82000732421875,7021,0,0,1723.0,-1.17999267578125,-2647.8262860799996,-0.67289254609375
10,2021-10-01 09:40:00-04:00,173.8000030517578,173.89999389648438,172.63999938964844,173.60240173339844,11359,0,0,4338.0,-0.2176055908203125,146.50422835200038,-0.49077776398437506
11,2021-10-01 09:41:00-04:00,173.05999755859375,173.94020080566406,173.0,173.94020080566406,5233,0,0,-6126.0,0.337799072265625,-2362.4974629887997,-0.159347029484375
12,2021-10-01 09:42:00-04:00,173.5500030517578,174.41099548339844,173.52000427246094,173.97500610351562,6091,0,0,858.0,0.0348052978515625,-1074.2984777932797,-0.08168609855
13,2021-10-01 09:43:00-04:00,173.82000732421875,173.88499450683594,173.52000427246094,173.60499572753906,8351,0,0,2260.0,-0.3700103759765625,259.4209133240322,-0.197015809520625
14,2021-10-01 09:44:00-04:00,173.14999389648438,173.55999755859375,172.86500549316406,173.4149932861328,5532,0,0,-2819.0,-0.19000244140625,-971.9474520055808,-0.19421046227487498
15,2021-10-01 09:45:00-04:00,173.22000122070312,173.22000122070312,172.35000610351562,172.591796875,17723,0,0,12191.0,-0.8231964111328125,4293.231528796652,-0.44580484181805
16,2021-10-01 09:46:00-04:00,172.56500244140625,172.9600067138672,172.25,172.25,5967,0,0,-11756.0,-0.341796875,-2126.4610827220095,-0.40420165509083
17,2021-10-01 09:47:00-04:00,172.4300994873047,173.6699981689453,172.4300994873047,173.4199981689453,6333,0,0,366.0,1.1699981689453125,-1129.4766496332056,0.22547827452362706
18,2021-10-01 09:48:00-04:00,173.2050018310547,173.8699951171875,173.2050018310547,173.77000427246094,23369,0,0,17036.0,0.350006103515625,6136.714010220077,0.27528940612042624
19,2021-10-01 09:49:00-04:00,173.47999572753906,173.75999450683594,173.2449951171875,173.75999450683594,3741,0,0,-19628.0,-0.010009765625,-4169.1715938679545,0.16116973742225574
20,2021-10-01 09:50:00-04:00,173.65020751953125,174.22999572753906,173.65020751953125,174.22999572753906,6266,0,0,2525.0,0.470001220703125,-1491.5029563207727,0.28470233073460344
21,2021-10-01 09:51:00-04:00,174.46690368652344,175.19500732421875,174.46690368652344,174.9134063720703,5761,0,0,-505.0,0.68341064453125,-1096.9017737924637,0.44418565625326206
22,2021-10-01 09:52:00-04:00,174.58999633789062,174.58999633789062,173.8946990966797,173.8946990966797,2493,0,0,-3268.0,-1.018707275390625,-1965.3410642754784,-0.14097151640429284
23,2021-10-01 09:53:00-04:00,174.27999877929688,174.4199981689453,173.94000244140625,174.4199981689453,3422,0,0,929.0,0.525299072265625,-807.604638565287,0.1255367190636743
24,2021-10-01 09:54:00-04:00,174.23269653320312,174.23269653320312,173.0,173.00999450683594,5171,0,0,1749.0,-1.410003662109375,215.0372168608278,-0.4886794334055454
25,2021-10-01 09:55:00-04:00,173.0,173.39999389648438,172.6999969482422,173.39999389648438,4701,0,0,-470.0,0.3899993896484375,-58.977669883503324,-0.13720790418395226
26,2021-10-01 09:56:00-04:00,173.47999572753906,173.75999450683594,173.33999633789062,173.33999633789062,2018,0,0,-2683.0,-0.05999755859375,-1108.586601930102,-0.10632376594787135
27,2021-10-01 09:57:00-04:00,173.22999572753906,173.25999450683594,172.5,172.5,4694,0,0,2676.0,-0.839996337890625,405.24803884193886,-0.3997927947249728
28,2021-10-01 09:58:00-04:00,172.5,172.88009643554688,172.5,172.60000610351562,3760,0,0,-934.0,0.100006103515625,-130.4511766948367,-0.19987323542873367
29,2021-10-01 09:59:00-04:00,172.80999755859375,173.72999572753906,172.80999755859375,173.39500427246094,4283,0,0,523.0,0.7949981689453125,130.92929398309798,0.19807532632088481
30,2021-10-01 10:00:00-04:00,173.99000549316406,174.5,173.5399932861328,174.27999877929688,18032,0,0,13749.0,0.8849945068359375,5578.157576389859,0.4728429985269059
31,2021-10-01 10:01:00-04:00,174.1300048828125,174.97000122070312,174.0,174.4799041748047,5482,0,0,-12550.0,0.1999053955078125,-1673.1054541660847,0.36366795731926854
32,2021-10-01 10:02:00-04:00,174.4799041748047,176.5800018310547,174.4799041748047,176.39480590820312,13439,0,0,7957.0,1.9149017333984375,2178.9367275003497,0.9841614677509362
33,2021-10-01 10:03:00-04:00,176.27000427246094,176.77999877929688,175.65499877929688,176.64010620117188,18145,0,0,4706.0,0.24530029296875,3189.76203650021,0.6886169978380617
34,2021-10-01 10:04:00-04:00,176.3800048828125,176.52000427246094,175.00010681152344,175.64610290527344,12484,0,0,-5661.0,-0.9940032958984375,-350.54277809987434,0.015568880343462044
35,2021-10-01 10:05:00-04:00,175.2899932861328,175.2899932861328,174.57009887695312,175.1278076171875,9677,0,0,-2807.0,-0.5182952880859375,-1333.1256668599246,-0.1979767870282978
36,2021-10-01 10:06:00-04:00,175.16000366210938,175.38499450683594,174.0800018310547,174.7429962158203,4432,0,0,-5245.0,-0.3848114013671875,-2897.875400115955,-0.27271063276385366
37,2021-10-01 10:07:00-04:00,174.57000732421875,174.63999938964844,174.01010131835938,174.5,4326,0,0,-106.0,-0.2429962158203125,-1781.125240069573,-0.26082486598643717
38,2021-10-01 10:08:00-04:00,174.80499267578125,175.05999755859375,174.41969299316406,174.6300048828125,7472,0,0,3146.0,0.1300048828125,189.72485595825628,-0.10449296646686229
39,2021-10-01 10:09:00-04:00,174.65199279785156,174.80999755859375,174.1490936279297,174.30540466308594,4704,0,0,-2768.0,-0.3246002197265625,-993.3650864250462,-0.19253586777074239
40,2021-10-01 10:10:00-04:00,174.4199981689453,174.63999938964844,173.9199981689453,174.40750122070312,5530,0,0,826.0,0.1020965576171875,-265.61905185502764,-0.07468289761557043
41,2021-10-01 10:11:00-04:00,174.39999389648438,174.75,174.1699981689453,174.47329711914062,3970,0,0,-1560.0,0.0657958984375,-783.3714311130166,-0.018491379194342253
42,2021-10-01 10:12:00-04:00,174.51840209960938,174.51840209960938,174.02999877929688,174.32000732421875,3339,0,0,-631.0,-0.153289794921875,-722.4228586678099,-0.07241074548535535
43,2021-10-01 10:13:00-04:00,174.22369384765625,174.464599609375,174.03109741210938,174.4499969482422,2454,0,0,-885.0,0.1299896240234375,-787.453715200686,0.008549402318161793
44,2021-10-01 10:14:00-04:00,174.2808074951172,174.8300018310547,174.27999877929688,174.8282928466797,2014,0,0,-440.0,0.3782958984375,-648.4722291204116,0.1564480007658971
45,2021-10-01 10:15:00-04:00,174.35009765625,174.35009765625,173.0,173.0,8455,0,0,6441.0,-1.8282928466796875,2187.316662527753,-0.6374483382123368
46,2021-10-01 10:16:00-04:00,173.22500610351562,173.39999389648438,173.02000427246094,173.1649932861328,4405,0,0,-4050.0,0.1649932861328125,-307.6100024833481,-0.3164716884742771
47,2021-10-01 10:17:00-04:00,173.3300018310547,173.3300018310547,172.74000549316406,172.74000549316406,3676,0,0,-729.0,-0.42498779296875,-476.16600149000885,-0.3598781302720663
48,2021-10-01 10:18:00-04:00,172.9600067138672,173.0050048828125,172.6999969482422,172.7899932861328,4647,0,0,971.0,0.04998779296875,102.70039910599473,-0.19593176097573978
49,2021-10-01 10:19:00-04:00,172.7949981689453,173.6199951171875,172.66000366210938,173.6199951171875,6555,0,0,1908.0,0.8300018310546875,824.8202394635969,0.21444167583643114
50,2021-10-01 10:20:00-04:00,173.75999450683594,174.33990478515625,173.75999450683594,174.33990478515625,6010,0,0,-545.0,0.71990966796875,276.8921436781581,0.41662887268935866
51,2021-10-01 10:21:00-04:00,174.49000549316406,174.72000122070312,174.22999572753906,174.24000549316406,4514,0,0,-1496.0,-0.0998992919921875,-432.2647137931051,0.2100176068167402
52,2021-10-01 10:22:00-04:00,174.11500549316406,174.11500549316406,173.66000366210938,173.6699981689453,4595,0,0,81.0,-0.57000732421875,-226.95882827586306,-0.10199236559745592
53,2021-10-01 10:23:00-04:00,173.86000061035156,173.99000549316406,173.86000061035156,173.99000549316406,1738,0,0,-2857.0,0.32000732421875,-1278.9752969655178,0.06680751032902646
54,2021-10-01 10:24:00-04:00,173.2050018310547,173.73500061035156,173.2050018310547,173.73500061035156,3163,0,0,1425.0,-0.2550048828125,-197.38517817931063,-0.06191744692758413
55,2021-10-01 10:25:00-04:00,173.97000122070312,174.02000427246094,173.97000122070312,174.02000427246094,2679,0,0,-484.0,0.285003662109375,-312.0311069075864,0.07685099668719954
56,2021-10-01 10:26:00-04:00,174.00999450683594,174.1300048828125,173.8699951171875,173.8699951171875,1553,0,0,-1126.0,-0.1500091552734375,-637.6186641445519,-0.013893064097055277
57,2021-10-01 10:27:00-04:00,174.1199951171875,174.1199951171875,173.80999755859375,174.0,1542,0,0,-11.0,0.1300048828125,-386.9711984867311,0.043666114666766835
58,2021-10-01 10:28:00-04:00,174.14999389648438,174.4600067138672,174.14999389648438,174.4600067138672,1019,0,0,-523.0,0.4600067138671875,-441.38271909203866,0.21020235434693513
59,2021-10-01 10:29:00-04:00,174.39999389648438,174.39999389648438,174.3699951171875,174.3699951171875,641,0,0,-378.0,-0.0900115966796875,-416.02963145522324,0.09011677393628606
60,2021-10-01 10:30:00-04:00,174.27999877929688,175.44549560546875,174.27999877929688,175.44549560546875,9730,0,0,9089.0,1.07550048828125,3385.9822211268665,0.4842702596742717
61,2021-10-01 10:31:00-04:00,175.22999572753906,175.22999572753906,174.5399932861328,175.14500427246094,4742,0,0,-4988.0,-0.3004913330078125,36.38933267611969,0.170365622601438
62,2021-10-01 10:32:00-04:00,175.14999389648438,175.16000366210938,174.5175018310547,174.5175018310547,2969,0,0,-1773.0,-0.62750244140625,-687.3664003943283,-0.14878160300163723
63,2021-10-01 10:33:00-04:00,174.75999450683594,174.75999450683594,174.30999755859375,174.52749633789062,1434,0,0,-1535.0,0.0099945068359375,-1026.4198402365969,-0.08527115906660733
64,2021-10-01 10:34:00-04:00,174.1300048828125,174.60000610351562,174.1300048828125,174.60000610351562,1541,0,0,107.0,0.072509765625,-573.0519041419582,-0.022158789189964397
65,2021-10-01 10:35:00-04:00,174.60000610351562,174.9499053955078,174.5800018310547,174.9499053955078,1427,0,0,-114.0,0.3498992919921875,-389.4311424851749,0.12666444328289636
66,2021-10-01 10:36:00-04:00,174.47000122070312,174.47000122070312,174.36000061035156,174.39999389648438,1307,0,0,-120.0,-0.5499114990234375,-281.65868549110496,-0.1439659336396372
67,2021-10-01 10:37:00-04:00,174.08999633789062,174.19500732421875,173.80999755859375,173.85000610351562,11294,0,0,9987.0,-0.54998779296875,3825.804788705337,-0.3063746773712823
68,2021-10-01 10:38:00-04:00,174.25,174.3000030517578,174.16000366210938,174.16000366210938,629,0,0,-10665.0,0.30999755859375,-1970.5171267767978,-0.059825782985269374
69,2021-10-01 10:39:00-04:00,174.32000732421875,174.4550018310547,174.32000732421875,174.40499877929688,1566,0,0,937.0,0.2449951171875,-807.5102760660786,0.06210257708383839
70,2021-10-01 10:40:00-04:00,174.57960510253906,174.7100067138672,174.30999755859375,174.65829467773438,2381,0,0,815.0,0.2532958984375,-158.50616563964718,0.13857990562530303
71,2021-10-01 10:41:00-04:00,174.5,174.5,174.0500030517578,174.0500030517578,1405,0,0,-976.0,-0.6082916259765625,-485.50369938378833,-0.16016870701544317
72,2021-10-01 10:42:00-04:00,174.0,174.02999877929688,173.75999450683594,174.0,4515,0,0,3110.0,-0.0500030517578125,952.6977803697271,-0.1161024449123909
73,2021-10-01 10:43:00-04:00,173.86770629882812,174.0,173.6999969482422,173.8800048828125,4312,0,0,-203.0,-0.1199951171875,490.4186682218362,-0.11765951382243454
74,2021-10-01 10:44:00-04:00,173.75,174.32000732421875,173.75,174.32000732421875,2375,0,0,-1937.0,0.44000244140625,-480.54879906689837,0.1054052682690393
75,2021-10-01 10:45:00-04:00,174.1300048828125,174.19979858398438,174.01499938964844,174.01499938964844,1181,0,0,-1194.0,-0.3050079345703125,-765.929279440139,-0.05876001286670143
76,2021-10-01 10:46:00-04:00,173.90499877929688,174.0500030517578,173.8000030517578,173.82000732421875,2386,0,0,1205.0,-0.1949920654296875,22.442432335916635,-0.11325283389189586
77,2021-10-01 10:47:00-04:00,173.82000732421875,174.44000244140625,173.6699981689453,174.24000549316406,9549,0,0,7163.0,0.4199981689453125,2878.6654594015504,0.10004756724298748
78,2021-10-01 10:48:00-04:00,174.4499969482422,174.8000030517578,174.44000244140625,174.52499389648438,3658,0,0,-5891.0,0.2849884033203125,-629.2007243590699,0.17402390167391749
79,2021-10-01 10:49:00-04:00,174.36000061035156,174.9199981689453,173.64999389648438,174.9199981689453,26048,0,0,22390.0,0.3950042724609375,8578.479565384558,0.2624160499887255
80,2021-10-01 10:50:00-04:00,174.6300048828125,174.7899932861328,174.43890380859375,174.7899932861328,2992,0,0,-23056.0,-0.1300048828125,-4075.312260769265,0.10544767686823528
81,2021-10-01 10:51:00-04:00,174.5,174.5,174.5,174.5,817,0,0,-2175.0,-0.2899932861328125,-3315.187356461559,-0.052728708332183835
82,2021-10-01 10:52:00-04:00,174.54559326171875,174.6300048828125,174.3300018310547,174.6300048828125,2388,0,0,1571.0,0.1300048828125,-1360.7124138769352,0.0203647281256897
83,2021-10-01 10:53:00-04:00,174.47000122070312,174.75,174.41000366210938,174.75,2254,0,0,-134.0,0.1199951171875,-870.0274483261611,0.06021688375041383
84,2021-10-01 10:54:00-04:00,174.375,174.6425018310547,174.375,174.62600708007812,1096,0,0,-1158.0,-0.123992919921875,-985.2164689956967,-0.013467037718501704
85,2021-10-01 10:55:00-04:00,174.60000610351562,175.0,174.60000610351562,174.99920654296875,3513,0,0,2417.0,0.373199462890625,375.6701186025821,0.14119956252514898
86,2021-10-01 10:56:00-04:00,174.8300018310547,174.91000366210938,174.59100341796875,174.91000366210938,2575,0,0,-938.0,-0.089202880859375,-149.79792883845082,0.04903858517133939
87,2021-10-01 10:57:00-04:00,174.91000366210938,175.21710205078125,174.8000030517578,175.02000427246094,3075,0,0,500.0,0.1100006103515625,110.12124269692951,0.07342339524342864
88,2021-10-01 10:58:00-04:00,175.3000030517578,175.3000030517578,174.85629272460938,174.91009521484375,2671,0,0,-404.0,-0.1099090576171875,-95.52725438184231,9.04140991821803e-05
89,2021-10-01 10:59:00-04:00,174.9499969482422,175.11000061035156,174.75999450683594,174.75999450683594,4366,0,0,1695.0,-0.1501007080078125,620.6836473708946,-0.0599860347436157
90,2021-10-01 11:00:00-04:00,174.77000427246094,174.82000732421875,174.5399932861328,174.5399932861328,2919,0,0,-1447.0,-0.220001220703125,-206.38981157746332,-0.12399210912741943
91,2021-10-01 11:01:00-04:00,174.52000427246094,174.5800018310547,174.3699951171875,174.47169494628906,4522,0,0,1603.0,-0.06829833984375,517.3661130535221,-0.10171460141395167
92,2021-10-01 11:02:00-04:00,174.5500030517578,174.7100067138672,174.52000427246094,174.7100067138672,3604,0,0,-918.0,0.238311767578125,-56.7803321678868,0.03429594618287901
93,2021-10-01 11:03:00-04:00,174.7899932861328,174.99000549316406,174.7899932861328,174.82000732421875,2275,0,0,-1329.0,0.1100006103515625,-565.6681993007321,0.06457781185035241
94,2021-10-01 11:04:00-04:00,174.97000122070312,175.0,174.9600067138672,174.9600067138672,721,0,0,-1554.0,0.1399993896484375,-961.0009195804394,0.09474644296958645
95,2021-10-01 11:05:00-04:00,174.99130249023438,175.11000061035156,174.99130249023438,175.0800018310547,1998,0,0,1277.0,0.1199951171875,-65.80055174826356,0.10484591265675187
96,2021-10-01 11:06:00-04:00,175.06500244140625,175.06500244140625,174.7100067138672,174.7100067138672,1393,0,0,-605.0,-0.3699951171875,-281.48033104895813,-0.08509049928094889
97,2021-10-01 11:07:00-04:00,174.64500427246094,174.7899932861328,174.39999389648438,174.43499755859375,1846,0,0,453.0,-0.2750091552734375,12.311801370625147,-0.16105796167794434
98,2021-10-01 11:08:00-04:00,174.61000061035156,174.74000549316406,174.47999572753906,174.47999572753906,2174,0,0,328.0,0.0449981689453125,138.5870808223751,-0.0786355094286416
99,2021-10-01 11:09:00-04:00,174.47999572753906,174.49560546875,174.0,174.0399932861328,4293,0,0,2119.0,-0.44000244140625,930.7522484934251,-0.22318228221968497
100,2021-10-01 11:10:00-04:00,173.8800048828125,174.19000244140625,173.77630615234375,173.77630615234375,3093,0,0,-1200.0,-0.2636871337890625,78.45134909605508,-0.239384222847436
101,2021-10-01 11:11:00-04:00,173.64999389648438,173.86000061035156,173.5,173.86000061035156,4591,0,0,1498.0,0.0836944580078125,646.270809457633,-0.1101527505053366
102,2021-10-01 11:12:00-04:00,173.9199981689453,173.9199981689453,173.63999938964844,173.68499755859375,1159,0,0,-3432.0,-0.1750030517578125,-985.0375143254204,-0.13609287100632694
103,2021-10-01 11:13:00-04:00,173.83999633789062,174.1999969482422,173.60000610351562,174.1999969482422,3781,0,0,2622.0,0.5149993896484375,457.7774914047477,0.12434403325557886
104,2021-10-01 11:14:00-04:00,174.04739379882812,174.49000549316406,174.04530334472656,174.47999572753906,2449,0,0,-1332.0,0.279998779296875,-258.13350515715143,0.18660593167209732
105,2021-10-01 11:15:00-04:00,174.58999633789062,174.85000610351562,174.44000244140625,174.85000610351562,2079,0,0,-370.0,0.3700103759765625,-302.88010309429086,0.2599677093938834
106,2021-10-01 11:16:00-04:00,174.75010681152344,175.0399932861328,174.72479248046875,174.72479248046875,2579,0,0,500.0,-0.125213623046875,18.2719381434255,0.10589517641758006
107,2021-10-01 11:17:00-04:00,174.3699951171875,174.62989807128906,174.3699951171875,174.62989807128906,922,0,0,-1657.0,-0.0948944091796875,-651.8368371139447,0.025579342178673026
108,2021-10-01 11:18:00-04:00,174.35000610351562,174.5,174.27000427246094,174.4199981689453,1339,0,0,417.0,-0.20989990234375,-224.3021022683668,-0.06861235563029619
